"data_id","age","language","form","birth_order","ethnicity","sex","mom_ed","measure","vocab","demo","n","demo_label"
870,16,"English","WS","First","White","Male","Some College","production",357,"All Data",5498,"All Data (n = 5498)"
871,28,"English","WS","Third","White","Male","Graduate","production",663,"All Data",5498,"All Data (n = 5498)"
872,16,"English","WS","Second","White","Female","College","production",28,"All Data",5498,"All Data (n = 5498)"
873,26,"English","WS","First","White","Male","Some College","production",538,"All Data",5498,"All Data (n = 5498)"
874,26,"English","WS","First","White","Female","College","production",601,"All Data",5498,"All Data (n = 5498)"
875,26,"English","WS","Second","White","Female","Secondary","production",542,"All Data",5498,"All Data (n = 5498)"
876,18,"English","WS","First","White","Female","Secondary","production",199,"All Data",5498,"All Data (n = 5498)"
877,17,"English","WS","First","White","Male","Some College","production",17,"All Data",5498,"All Data (n = 5498)"
878,19,"English","WS","First","White","Male","College","production",283,"All Data",5498,"All Data (n = 5498)"
879,27,"English","WS","First","White","Female","Some College","production",587,"All Data",5498,"All Data (n = 5498)"
880,26,"English","WS","First","White","Male","Secondary","production",539,"All Data",5498,"All Data (n = 5498)"
881,26,"English","WS","Third","White","Female","Graduate","production",121,"All Data",5498,"All Data (n = 5498)"
882,27,"English","WS","First","White","Male","Graduate","production",541,"All Data",5498,"All Data (n = 5498)"
883,27,"English","WS","Sixth","Black","Female","Graduate","production",583,"All Data",5498,"All Data (n = 5498)"
884,26,"English","WS","First","Other","Male","College","production",143,"All Data",5498,"All Data (n = 5498)"
885,26,"English","WS","Second","White","Female","Some College","production",181,"All Data",5498,"All Data (n = 5498)"
886,25,"English","WS","First","White","Male","College","production",452,"All Data",5498,"All Data (n = 5498)"
887,25,"English","WS","First","White","Female","Graduate","production",405,"All Data",5498,"All Data (n = 5498)"
888,25,"English","WS","Third","White","Female","College","production",178,"All Data",5498,"All Data (n = 5498)"
889,25,"English","WS","First","White","Female","Some Graduate","production",572,"All Data",5498,"All Data (n = 5498)"
890,25,"English","WS","First","White","Female","College","production",574,"All Data",5498,"All Data (n = 5498)"
891,25,"English","WS","Second","White","Female","College","production",652,"All Data",5498,"All Data (n = 5498)"
892,24,"English","WS","First","White","Female","Secondary","production",474,"All Data",5498,"All Data (n = 5498)"
893,25,"English","WS","First","White","Female","Secondary","production",483,"All Data",5498,"All Data (n = 5498)"
894,25,"English","WS","Second","White","Male","College","production",363,"All Data",5498,"All Data (n = 5498)"
895,24,"English","WS","Second","White","Female","College","production",533,"All Data",5498,"All Data (n = 5498)"
896,24,"English","WS","First","White","Male","College","production",184,"All Data",5498,"All Data (n = 5498)"
897,18,"English","WS","First","White","Female","College","production",374,"All Data",5498,"All Data (n = 5498)"
898,18,"English","WS","First","White","Female","Graduate","production",191,"All Data",5498,"All Data (n = 5498)"
899,18,"English","WS","First","White","Female","Some College","production",79,"All Data",5498,"All Data (n = 5498)"
900,25,"English","WS","First","White","Female","Secondary","production",394,"All Data",5498,"All Data (n = 5498)"
901,26,"English","WS","Second","White","Male","College","production",484,"All Data",5498,"All Data (n = 5498)"
902,24,"English","WS","First","White","Female","College","production",475,"All Data",5498,"All Data (n = 5498)"
903,25,"English","WS","First","White","Female","Some College","production",642,"All Data",5498,"All Data (n = 5498)"
904,18,"English","WS","First","White","Male","Graduate","production",19,"All Data",5498,"All Data (n = 5498)"
905,18,"English","WS","Second","White","Male","College","production",131,"All Data",5498,"All Data (n = 5498)"
906,18,"English","WS","Second","White","Female","Secondary","production",206,"All Data",5498,"All Data (n = 5498)"
907,24,"English","WS","Second","White","Female","Graduate","production",246,"All Data",5498,"All Data (n = 5498)"
908,24,"English","WS","Third","White","Male","Graduate","production",503,"All Data",5498,"All Data (n = 5498)"
909,17,"English","WS","Third","White","Female","College","production",120,"All Data",5498,"All Data (n = 5498)"
910,17,"English","WS","First","White","Male","Some Secondary","production",89,"All Data",5498,"All Data (n = 5498)"
911,18,"English","WS","Second","White","Male","Some College","production",180,"All Data",5498,"All Data (n = 5498)"
912,17,"English","WS","Second","White","Female","Secondary","production",40,"All Data",5498,"All Data (n = 5498)"
913,18,"English","WS","Second","White","Female","Graduate","production",14,"All Data",5498,"All Data (n = 5498)"
914,23,"English","WS","Second","White","Female","Graduate","production",545,"All Data",5498,"All Data (n = 5498)"
915,27,"English","WS","First","White","Male","Secondary","production",548,"All Data",5498,"All Data (n = 5498)"
916,25,"English","WS","Second","White","Female","Secondary","production",269,"All Data",5498,"All Data (n = 5498)"
917,25,"English","WS","First","White","Female","Graduate","production",521,"All Data",5498,"All Data (n = 5498)"
918,24,"English","WS","First","White","Male","College","production",471,"All Data",5498,"All Data (n = 5498)"
919,24,"English","WS","First","White","Female","College","production",66,"All Data",5498,"All Data (n = 5498)"
920,23,"English","WS","Second","White","Female","Graduate","production",456,"All Data",5498,"All Data (n = 5498)"
921,23,"English","WS","Fourth","White","Female","Secondary","production",310,"All Data",5498,"All Data (n = 5498)"
922,23,"English","WS","Third","White","Female","Graduate","production",196,"All Data",5498,"All Data (n = 5498)"
923,23,"English","WS","Second","White","Female","Graduate","production",440,"All Data",5498,"All Data (n = 5498)"
924,24,"English","WS","First","White","Female","Some Graduate","production",668,"All Data",5498,"All Data (n = 5498)"
925,23,"English","WS","First","White","Female","College","production",259,"All Data",5498,"All Data (n = 5498)"
926,22,"English","WS","Second","White","Female","College","production",391,"All Data",5498,"All Data (n = 5498)"
927,24,"English","WS","First","White","Male","Graduate","production",454,"All Data",5498,"All Data (n = 5498)"
928,23,"English","WS","Third","White","Male","College","production",531,"All Data",5498,"All Data (n = 5498)"
929,22,"English","WS","First","White","Female","College","production",42,"All Data",5498,"All Data (n = 5498)"
930,22,"English","WS","First","White","Female","Some Secondary","production",493,"All Data",5498,"All Data (n = 5498)"
931,22,"English","WS","First","White","Female","Secondary","production",583,"All Data",5498,"All Data (n = 5498)"
932,22,"English","WS","Third","White","Female","Secondary","production",68,"All Data",5498,"All Data (n = 5498)"
933,22,"English","WS","First","White","Male","Graduate","production",210,"All Data",5498,"All Data (n = 5498)"
934,22,"English","WS","First","White","Female","Graduate","production",255,"All Data",5498,"All Data (n = 5498)"
935,23,"English","WS","First","White","Male","Secondary","production",317,"All Data",5498,"All Data (n = 5498)"
936,22,"English","WS","Second","White","Female","Graduate","production",238,"All Data",5498,"All Data (n = 5498)"
937,23,"English","WS","Second","White","Male","Graduate","production",442,"All Data",5498,"All Data (n = 5498)"
938,22,"English","WS","First","White","Female","Secondary","production",316,"All Data",5498,"All Data (n = 5498)"
939,22,"English","WS","First","White","Male","Graduate","production",286,"All Data",5498,"All Data (n = 5498)"
940,22,"English","WS","Second","White","Female","Some College","production",402,"All Data",5498,"All Data (n = 5498)"
941,22,"English","WS","First","White","Female","College","production",80,"All Data",5498,"All Data (n = 5498)"
942,28,"English","WS","Second","White","Female","Some College","production",383,"All Data",5498,"All Data (n = 5498)"
943,20,"English","WS","First","White","Female","Secondary","production",99,"All Data",5498,"All Data (n = 5498)"
944,19,"English","WS","First","White","Male","Some College","production",139,"All Data",5498,"All Data (n = 5498)"
945,19,"English","WS","First","White","Female","College","production",170,"All Data",5498,"All Data (n = 5498)"
946,19,"English","WS","First","White","Female","College","production",136,"All Data",5498,"All Data (n = 5498)"
947,19,"English","WS","First","White","Male","College","production",42,"All Data",5498,"All Data (n = 5498)"
948,19,"English","WS","First","White","Male","Secondary","production",476,"All Data",5498,"All Data (n = 5498)"
949,19,"English","WS","Third","White","Female","Some College","production",64,"All Data",5498,"All Data (n = 5498)"
950,17,"English","WS","First","White","Female","Graduate","production",34,"All Data",5498,"All Data (n = 5498)"
951,20,"English","WS","Second","White","Male","Some College","production",118,"All Data",5498,"All Data (n = 5498)"
952,16,"English","WS","Third","White","Female","Graduate","production",65,"All Data",5498,"All Data (n = 5498)"
953,28,"English","WS","Second","White","Female","College","production",559,"All Data",5498,"All Data (n = 5498)"
954,29,"English","WS","Second","White","Female","College","production",641,"All Data",5498,"All Data (n = 5498)"
955,29,"English","WS","Second","White","Male","Secondary","production",550,"All Data",5498,"All Data (n = 5498)"
956,28,"English","WS","Second","White","Female","Secondary","production",618,"All Data",5498,"All Data (n = 5498)"
957,27,"English","WS","Second","White","Female","Secondary","production",264,"All Data",5498,"All Data (n = 5498)"
958,25,"English","WS","Second","White","Female","Secondary","production",445,"All Data",5498,"All Data (n = 5498)"
959,24,"English","WS","First","White","Male","College","production",427,"All Data",5498,"All Data (n = 5498)"
960,29,"English","WS","Second","White","Male","Secondary","production",526,"All Data",5498,"All Data (n = 5498)"
961,20,"English","WS","Second","White","Female","College","production",42,"All Data",5498,"All Data (n = 5498)"
962,20,"English","WS","Third","White","Male","Secondary","production",193,"All Data",5498,"All Data (n = 5498)"
963,22,"English","WS","Second","White","Female","Graduate","production",396,"All Data",5498,"All Data (n = 5498)"
964,20,"English","WS","Second","White","Female","Some College","production",232,"All Data",5498,"All Data (n = 5498)"
965,22,"English","WS","Second","White","Male","College","production",320,"All Data",5498,"All Data (n = 5498)"
966,20,"English","WS","First","White","Male","College","production",285,"All Data",5498,"All Data (n = 5498)"
967,20,"English","WS","Third","White","Male","Secondary","production",544,"All Data",5498,"All Data (n = 5498)"
968,20,"English","WS","Second","White","Male","Secondary","production",116,"All Data",5498,"All Data (n = 5498)"
